id,service_id,branch_id,time_taken,request_time,rating
10215,3,52,7,Day-Off-Peak,4
10216,3,51,7,Night,5
10217,2,57,13,Day-Off-Peak,4
10218,1,10,3,Day-Peak,4
10219,1,1,2,Night,4
10220,1,75,8,Day-Off-Peak,3
10221,2,65,12,Day-Off-Peak,5
10222,1,44,2,Day-Off-Peak,5
10223,2,37,12,Night,5
10224,1,32,1,Day-Off-Peak,5
10225,4,86,9,Night,4
10226,2,64,19,Night,3
10227,3,69,7,Night,5
10228,1,4,2,Day-Peak,4
10229,1,49,1,Day-Off-Peak,5
10230,1,15,2,Day-Off-Peak,4
10231,2,79,16,Day-Peak,4
10232,2,26,15,Day-Peak,4
10233,1,22,3,Day-Off-Peak,4
10234,1,17,2,Day-Off-Peak,4
10235,3,84,8,Day-Off-Peak,4
10236,1,16,2,Night,4
10237,1,15,2,Day-Peak,4
10238,2,26,14,Night,4
10239,2,46,13,Day-Peak,4
10240,1,61,2,Day-Peak,5
10241,4,66,9,Night,5
10242,3,22,6,Day-Peak,5
10243,1,35,3,Day-Peak,3
10244,2,65,15,Night,4
10245,2,23,12,Day-Peak,5
10246,1,92,1,Day-Off-Peak,4
10247,3,92,6,Day-Peak,4
10248,3,53,8,Day-Peak,3
10249,1,23,2,Day-Peak,5
10250,1,79,3,Day-Off-Peak,4
10251,2,80,12,Day-Peak,4
10252,1,4,2,Day-Peak,4
10253,2,32,13,Day-Peak,5
10254,1,47,2,Night,4
10255,1,30,6,Night,4
10256,4,98,9,Day-Peak,5
10257,2,91,14,Night,4
10258,2,48,15,Night,3
10259,4,93,9,Night,4
10260,4,76,9,Day-Peak,4
10261,4,98,9,Night,5
10262,1,13,1,Day-Peak,5
10263,1,8,2,Night,4
10264,2,68,13,Night,5
10265,2,38,13,Day-Off-Peak,4
10266,3,61,7,Day-Off-Peak,5
10267,2,34,13,Night,5
10268,1,30,2,Day-Peak,5
10269,4,76,9,Day-Peak,4
10270,1,8,7,Day-Peak,3
10271,1,61,4,Day-Peak,4
10272,1,17,2,Night,4
10273,1,40,3,Day-Off-Peak,4
10274,2,82,13,Day-Peak,5
10275,1,59,1,Night,5
10276,1,33,3,Day-Peak,4
10277,3,56,7,Night,4
10278,2,64,12,Night,4
10279,1,27,2,Night,4
10280,1,55,2,Day-Peak,4
10281,2,28,13,Day-Off-Peak,5
10282,2,67,13,Night,4
10283,1,19,2,Night,5
10284,1,17,2,Day-Peak,4
10285,2,18,13,Day-Off-Peak,5
10286,1,19,1,Day-Peak,5
10287,3,66,7,Day-Peak,5
10288,2,65,15,Day-Peak,4
10289,1,24,2,Day-Off-Peak,4
10290,1,39,2,Night,4
10291,2,42,14,Day-Peak,4
10292,2,42,12,Night,5
10293,1,75,3,Day-Off-Peak,3
10294,2,76,13,Day-Peak,4
10295,2,27,13,Day-Peak,4
10296,2,26,14,Night,4
10297,3,43,7,Night,4
10298,1,8,2,Day-Off-Peak,4
10299,1,40,2,Day-Off-Peak,5
10300,4,86,9,Day-Off-Peak,4
10301,1,52,2,Night,4
10302,3,90,6,Night,5
10303,3,71,7,Night,5
10304,1,29,2,Day-Off-Peak,5
10305,3,96,7,Day-Off-Peak,4
10306,3,40,9,Day-Off-Peak,4
10307,3,85,6,Day-Off-Peak,4
10308,3,85,6,Day-Off-Peak,4
10309,1,1,3,Day-Peak,3
10310,2,99,12,Day-Off-Peak,4
10311,1,11,2,Night,4
10312,4,51,9,Day-Off-Peak,5
10313,3,88,7,Night,4
10314,3,90,12,Day-Off-Peak,4
10315,2,55,13,Day-Off-Peak,4
10316,2,19,15,Day-Peak,4
10317,2,78,13,Day-Off-Peak,4
10318,3,88,7,Day-Off-Peak,4
10319,1,85,2,Day-Off-Peak,4
10320,1,70,2,Day-Peak,5
10321,2,71,13,Day-Off-Peak,5
10322,3,87,7,Day-Off-Peak,4
10323,2,76,12,Night,4
10324,1,76,3,Day-Off-Peak,3
10325,1,43,2,Night,4
10326,4,48,9,Day-Off-Peak,4
10327,1,45,1,Day-Peak,4
10328,1,49,1,Night,5
10329,2,84,14,Day-Off-Peak,4
10330,1,38,3,Day-Off-Peak,3
10331,1,16,5,Day-Peak,3
10332,3,56,7,Day-Off-Peak,4
10333,1,11,2,Day-Off-Peak,4
10334,2,52,12,Day-Off-Peak,4
10335,1,26,4,Day-Peak,4
10336,2,75,13,Night,4
10337,1,54,2,Day-Off-Peak,5
10338,4,89,11,Night,4
10339,4,79,10,Day-Off-Peak,4
10340,4,73,9,Day-Off-Peak,5
10341,2,61,12,Day-Off-Peak,5
10342,3,55,8,Night,3
10343,1,39,1,Night,4
10344,2,80,12,Day-Off-Peak,4
10345,1,58,2,Night,5
10346,1,53,1,Day-Peak,4
10347,1,15,3,Night,3
10348,1,33,6,Day-Peak,4
10349,4,99,10,Day-Peak,3
10350,2,33,13,Night,5
10351,1,65,1,Day-Peak,5
10352,1,20,3,Night,3
10353,1,8,2,Day-Peak,4
10354,2,34,15,Night,4
10355,1,18,4,Day-Peak,4
10356,1,60,2,Night,4
10357,1,14,1,Day-Off-Peak,4
10358,2,4,13,Day-Off-Peak,4
10359,1,42,3,Night,4
10360,1,33,2,Day-Peak,5
10361,1,51,2,Day-Peak,5
10362,1,51,2,Night,5
10363,2,79,15,Night,4
10364,1,49,2,Day-Off-Peak,5
10365,4,100,10,Day-Peak,3
10366,2,62,13,Day-Off-Peak,5
10367,4,81,9,Night,4
10368,1,47,2,Night,4
10369,2,47,13,Day-Off-Peak,4
10370,3,78,7,Day-Off-Peak,4
10371,1,51,2,Day-Off-Peak,5
10372,1,73,3,Day-Peak,4
10373,4,94,9,Day-Peak,5
10374,1,1,1,Day-Peak,4
10375,3,31,8,Night,3
10376,2,30,13,Day-Off-Peak,5
10377,3,71,7,Night,5
10378,3,97,8,Day-Peak,3
10379,4,73,9,Day-Peak,5
10380,3,43,7,Day-Peak,4
10381,2,73,13,Night,5
10382,4,87,9,Day-Peak,4
10383,1,54,2,Day-Peak,5
10384,2,43,14,Day-Peak,3
10385,3,17,9,Night,3
10386,2,46,14,Day-Peak,3
10387,2,19,13,Day-Off-Peak,5
10388,1,4,2,Day-Off-Peak,4
10389,2,79,13,Day-Off-Peak,5
10390,1,23,1,Night,5
10391,2,38,12,Night,4
10392,1,39,2,Day-Off-Peak,4
10393,1,76,2,Day-Off-Peak,4
10394,2,24,12,Night,4
10395,1,84,2,Night,5
10396,2,27,15,Day-Off-Peak,3
10397,3,52,13,Day-Peak,3
10398,1,17,2,Day-Peak,4
10399,1,5,2,Night,4
10400,2,12,13,Day-Off-Peak,4
10401,2,61,15,Day-Off-Peak,4
10402,2,21,14,Night,3
10403,1,12,2,Day-Off-Peak,4
10404,3,18,6,Day-Off-Peak,5
10405,1,18,2,Day-Peak,5
10406,3,7,6,Night,4
10407,1,24,4,Night,3
10408,2,35,13,Day-Off-Peak,4
10409,1,31,2,Day-Off-Peak,4
10410,2,12,13,Night,4
10411,2,22,12,Night,5
10412,4,45,9,Day-Peak,4
10413,2,23,16,Night,4
10414,4,93,11,Day-Peak,3
10415,1,25,1,Day-Off-Peak,5
10416,3,91,8,Day-Peak,4
10417,1,84,3,Day-Peak,4
10418,3,88,8,Night,3
10419,2,17,12,Day-Peak,4
10420,3,78,7,Day-Off-Peak,4
10421,4,98,8,Night,5
10422,1,65,2,Day-Off-Peak,5
10423,2,63,15,Night,3
10424,1,46,1,Night,4
10425,1,10,2,Day-Off-Peak,5
10426,2,30,13,Night,5
10427,1,13,4,Night,4
10428,2,72,13,Night,5
10429,2,66,14,Night,4
10430,1,22,2,Day-Off-Peak,5
10431,4,96,9,Day-Off-Peak,4
10432,2,77,13,Night,4
10433,1,8,7,Night,3
10434,4,64,9,Day-Off-Peak,4
10435,1,69,4,Night,4
10436,1,7,2,Day-Off-Peak,4
10437,2,78,13,Day-Off-Peak,4
10438,2,83,13,Day-Peak,4
10439,1,25,2,Day-Peak,5
10440,3,53,7,Day-Peak,4
10441,4,44,8,Day-Peak,5
10442,4,97,10,Day-Peak,3
10443,1,5,4,Night,3
10444,4,95,8,Day-Peak,4
10445,1,25,3,Day-Peak,4
10446,1,22,2,Day-Peak,5
10447,2,21,13,Night,4
10448,3,90,6,Day-Off-Peak,5
10449,3,67,6,Day-Peak,4
10450,2,59,12,Day-Peak,5
10451,1,22,1,Day-Peak,5
10452,1,46,2,Day-Off-Peak,4
10453,3,69,6,Day-Off-Peak,5
10454,3,48,8,Day-Peak,3
10455,1,8,1,Night,4
10456,2,39,22,Day-Peak,3
10457,1,1,3,Day-Off-Peak,3
10458,1,3,2,Day-Peak,5
10459,3,76,7,Night,4
10460,3,96,8,Day-Peak,3
10461,3,52,7,Day-Peak,4
10462,2,81,13,Day-Peak,4
10463,3,68,7,Night,5
10464,1,50,2,Day-Peak,4
10465,4,35,9,Night,4
10466,4,42,9,Day-Off-Peak,5
10467,1,20,1,Day-Off-Peak,4
10468,1,42,2,Day-Peak,5
10469,1,30,2,Day-Off-Peak,5
10470,1,6,2,Night,5
10471,1,4,2,Day-Peak,4
10472,1,25,3,Day-Peak,4
10473,1,7,2,Day-Peak,4
10474,3,94,9,Day-Peak,4
10475,2,24,13,Day-Off-Peak,4
10476,2,32,13,Day-Off-Peak,5
10477,2,71,14,Day-Off-Peak,4
10478,3,46,8,Day-Off-Peak,3
10479,3,72,7,Night,5
10480,4,49,9,Day-Peak,5
10481,1,11,2,Day-Peak,4
10482,1,20,2,Night,4
10483,1,19,4,Day-Peak,4
10484,3,87,7,Day-Off-Peak,4
10485,1,59,3,Night,4
10486,3,54,7,Night,5
10487,1,23,3,Day-Peak,4
10488,1,4,3,Day-Off-Peak,3
10489,2,23,13,Night,5
10490,1,8,2,Day-Peak,4
10491,1,1,2,Day-Off-Peak,4
10492,2,53,13,Night,4
10493,3,86,7,Night,4
10494,2,41,14,Day-Off-Peak,3
10495,2,23,16,Night,4
10496,1,54,2,Night,5
10497,4,90,9,Day-Peak,5
10498,3,81,8,Day-Peak,3
10499,1,34,3,Night,4
10500,1,19,1,Day-Peak,5
10501,3,12,7,Day-Off-Peak,4
10502,1,43,2,Day-Peak,4
10503,4,61,9,Day-Off-Peak,5
10504,2,33,13,Night,5
10505,2,44,14,Day-Peak,4
10506,1,64,1,Night,4
10507,4,87,10,Day-Off-Peak,3
10508,2,7,12,Day-Peak,4
10509,3,47,7,Night,4
10510,3,91,7,Day-Off-Peak,5
10511,3,44,6,Day-Off-Peak,5
10512,3,36,7,Day-Off-Peak,5
10513,1,20,3,Day-Off-Peak,3
10514,3,77,7,Day-Off-Peak,4
10515,1,39,1,Night,4
10516,2,28,13,Day-Peak,5
10517,3,26,7,Night,5
10518,4,86,9,Day-Peak,4
10519,4,90,9,Night,5
10520,2,46,12,Night,4
10521,4,67,9,Day-Peak,4
10522,4,93,10,Day-Peak,3
10523,3,51,7,Day-Peak,5
10524,3,48,8,Day-Peak,3
10525,1,9,4,Day-Peak,3
10526,3,71,7,Night,5
10527,3,41,8,Day-Off-Peak,3
10528,1,57,3,Day-Off-Peak,3
10529,1,67,1,Day-Off-Peak,4
10530,2,55,14,Night,3
10531,3,48,7,Night,4
10532,2,80,12,Day-Peak,4
10533,2,24,13,Day-Peak,4
10534,3,56,7,Day-Peak,4
10535,1,1,1,Night,4
10536,2,18,18,Day-Off-Peak,4
10537,1,24,2,Night,4
10538,3,57,8,Night,3
10539,4,85,8,Night,4
10540,2,87,13,Day-Off-Peak,4
10541,3,47,7,Night,4
10542,3,53,7,Night,4
10543,3,73,8,Night,4
10544,3,70,8,Day-Peak,4
10545,1,23,2,Night,5
10546,4,91,9,Day-Peak,5
10547,1,92,4,Day-Off-Peak,3
10548,1,57,3,Day-Off-Peak,3
10549,3,89,8,Day-Off-Peak,4
10550,3,92,7,Night,4
10551,2,87,12,Day-Peak,4
10552,1,52,2,Day-Off-Peak,4
10553,2,16,14,Day-Off-Peak,3
10554,4,50,9,Day-Off-Peak,4
10555,1,3,2,Day-Peak,5
10556,3,70,9,Day-Off-Peak,4
10557,1,29,1,Day-Peak,5
10558,3,82,7,Day-Off-Peak,5
10559,3,69,7,Night,5
10560,3,46,7,Night,4
10561,3,60,8,Day-Off-Peak,3
10562,1,11,2,Day-Off-Peak,4
10563,2,28,12,Night,5
10564,3,79,7,Day-Peak,5
10565,3,46,7,Day-Peak,4
10566,1,54,3,Day-Peak,4
10567,1,47,2,Day-Off-Peak,4
10568,2,32,12,Day-Off-Peak,5
10569,3,77,6,Day-Peak,4
10570,3,97,7,Night,4
10571,1,25,2,Day-Off-Peak,5
10572,1,12,2,Day-Peak,4
10573,2,1,12,Day-Peak,4
10574,1,19,3,Night,4
10575,1,28,1,Night,5
10576,1,27,2,Night,4
10577,1,29,2,Night,5
10578,4,66,8,Night,5
10579,2,50,13,Day-Off-Peak,4
10580,3,78,7,Day-Off-Peak,4
10581,4,69,9,Night,5
10582,3,32,8,Day-Peak,4
10583,4,97,9,Day-Off-Peak,4
10584,1,2,2,Day-Off-Peak,5
10585,1,30,1,Day-Peak,5
10586,1,25,2,Night,5
10587,1,37,4,Night,4
10588,1,15,2,Day-Off-Peak,4
10589,2,25,13,Day-Off-Peak,5
10590,2,84,13,Night,5
10591,2,37,17,Day-Peak,4
10592,1,20,3,Day-Peak,3
10593,3,83,7,Day-Peak,4
10594,1,1,2,Day-Off-Peak,4
10595,1,58,1,Day-Peak,5
10596,1,70,3,Night,4
10597,2,70,13,Day-Off-Peak,5
10598,2,56,13,Day-Peak,4
10599,2,40,13,Day-Off-Peak,5
10600,1,7,5,Day-Off-Peak,3
10601,1,47,2,Day-Off-Peak,4
10602,2,62,13,Day-Off-Peak,5
10603,1,47,2,Day-Off-Peak,4
10604,1,1,1,Day-Off-Peak,4
10605,2,96,12,Night,4
10606,4,42,9,Day-Peak,5
10607,2,7,15,Day-Peak,3
10608,2,82,14,Night,4
10609,2,77,13,Day-Off-Peak,4
10610,2,24,13,Night,4
10611,1,72,2,Night,5
10612,2,16,13,Day-Off-Peak,4
10613,1,24,1,Day-Peak,4
10614,2,91,13,Day-Peak,5
10615,4,81,8,Night,4
10616,2,73,13,Day-Peak,5
10617,2,88,16,Night,3
10618,4,52,9,Night,4
10619,2,41,14,Day-Off-Peak,3
10620,2,48,13,Day-Peak,4
10621,3,58,7,Day-Off-Peak,5
10622,2,13,16,Day-Off-Peak,4
10623,2,54,15,Night,4
10624,1,14,4,Night,3
10625,3,54,8,Day-Off-Peak,4
10626,1,4,2,Day-Peak,4
10627,3,85,7,Day-Off-Peak,4
10628,1,26,2,Day-Peak,5
10629,1,17,1,Day-Off-Peak,4
10630,3,42,7,Night,5
10631,2,54,13,Day-Peak,5
10632,1,40,1,Day-Peak,5
10633,2,23,16,Night,4
10634,3,73,8,Day-Peak,4
10635,2,73,13,Day-Peak,5
10636,3,84,7,Day-Peak,5
10637,1,59,1,Night,5
10638,1,76,3,Night,3
10639,3,93,7,Day-Off-Peak,4
10640,2,31,13,Day-Off-Peak,4
10641,1,65,1,Day-Peak,5
10642,1,6,2,Day-Off-Peak,5
10643,4,67,8,Day-Off-Peak,4
10644,2,94,17,Night,4
10645,1,25,2,Night,5
10646,4,99,9,Night,4
10647,1,58,2,Night,5
10648,3,88,6,Night,4
10649,1,36,2,Night,5
10650,1,48,5,Day-Off-Peak,3
10651,1,49,16,Day-Off-Peak,4
10652,3,57,7,Day-Off-Peak,4
10653,2,57,13,Day-Peak,4
10654,1,21,2,Night,4
10655,2,72,12,Night,5
10656,3,84,7,Day-Off-Peak,5
10657,2,69,13,Day-Off-Peak,5
10658,3,70,9,Day-Off-Peak,4
10659,1,4,3,Night,3
10660,2,57,13,Day-Peak,4
10661,3,51,7,Day-Off-Peak,5
10662,1,39,2,Night,4
10663,1,31,2,Day-Peak,4
10664,2,68,13,Day-Off-Peak,5
10665,1,44,2,Day-Peak,5
10666,2,82,12,Night,5
10667,1,55,6,Day-Peak,3
10668,3,77,9,Day-Off-Peak,3
10669,2,69,13,Day-Off-Peak,5
10670,1,37,2,Day-Off-Peak,5
10671,1,3,2,Day-Off-Peak,5
10672,3,88,6,Day-Off-Peak,4
10673,1,75,2,Day-Off-Peak,4
10674,1,5,2,Day-Off-Peak,4
10675,4,99,10,Day-Off-Peak,3
10676,2,53,13,Night,4
10677,2,97,12,Night,4
10678,2,9,13,Day-Off-Peak,4
10679,4,64,9,Night,4
10680,1,24,3,Night,3
10681,1,64,1,Day-Off-Peak,4
10682,2,77,15,Night,3
10683,1,23,3,Day-Peak,4
10684,1,21,1,Day-Off-Peak,4
10685,4,100,8,Day-Off-Peak,4
10686,2,66,13,Day-Peak,5
10687,3,46,6,Day-Peak,4
10688,3,66,7,Day-Peak,5
10689,3,76,8,Day-Peak,3
10690,4,98,9,Day-Peak,5
10691,3,56,8,Day-Peak,3
10692,1,19,2,Night,5
10693,4,99,9,Day-Peak,4
10694,1,24,1,Day-Off-Peak,4
10695,2,85,12,Day-Off-Peak,4
10696,1,31,2,Day-Off-Peak,4
10697,2,69,12,Night,5
10698,1,63,1,Day-Off-Peak,4
10699,1,35,1,Night,4
10700,1,11,2,Night,4
10701,1,32,2,Night,5
10702,1,8,4,Night,3
10703,1,40,1,Day-Off-Peak,5
10704,2,57,13,Night,4
10705,3,65,8,Night,4
10706,4,75,9,Day-Peak,4
10707,1,50,3,Day-Peak,3
10708,3,8,8,Day-Peak,3
10709,1,16,2,Day-Peak,4
10710,2,71,12,Day-Off-Peak,5
10711,1,65,2,Day-Peak,5
10712,1,27,2,Night,4
10713,3,68,13,Day-Peak,4
10714,1,13,3,Night,4
10715,1,27,3,Night,3
10716,4,97,9,Day-Off-Peak,4
10717,2,51,13,Day-Off-Peak,5
10718,2,44,13,Day-Peak,5
10719,2,24,13,Day-Off-Peak,4
10720,2,75,13,Night,4
10721,3,91,7,Day-Peak,5
10722,3,68,6,Day-Peak,5
10723,1,4,2,Night,4
10724,2,25,19,Day-Peak,4
10725,1,27,2,Day-Peak,4
10726,2,63,13,Day-Peak,4
10727,1,41,2,Day-Peak,4
10728,1,49,2,Day-Peak,5
10729,1,9,2,Night,4
10730,2,14,13,Day-Peak,4
10731,1,13,4,Day-Peak,4
10732,2,27,13,Night,4
10733,4,76,9,Night,4
10734,3,49,6,Day-Peak,5
10735,1,20,5,Day-Peak,3
10736,3,89,7,Night,5
10737,1,10,3,Night,4
10738,1,20,3,Night,3
10739,4,97,11,Day-Off-Peak,3
10740,1,62,2,Day-Off-Peak,5
10741,1,6,3,Day-Peak,4
10742,3,64,7,Day-Off-Peak,4
10743,3,53,8,Day-Off-Peak,3
10744,4,57,10,Day-Off-Peak,3
10745,3,82,7,Day-Off-Peak,5
10746,1,4,2,Day-Peak,4
10747,1,1,3,Night,3
10748,2,51,13,Night,5
10749,3,79,6,Day-Off-Peak,5
10750,2,29,13,Night,5
10751,2,39,13,Day-Peak,4
10752,1,46,1,Day-Peak,4
10753,1,17,2,Day-Peak,4
10754,1,12,1,Day-Peak,4
10755,2,62,13,Night,5
10756,4,67,9,Day-Off-Peak,4
10757,3,59,8,Day-Off-Peak,4
10758,1,61,5,Day-Off-Peak,4
10759,4,54,9,Day-Off-Peak,5
10760,1,8,2,Night,4
10761,4,95,9,Day-Off-Peak,4
10762,1,8,5,Day-Peak,3
10763,4,99,9,Night,4
10764,2,62,13,Day-Off-Peak,5
10765,2,73,13,Day-Peak,5
10766,1,19,3,Day-Off-Peak,4
10767,1,3,2,Night,5
10768,1,15,2,Day-Off-Peak,4
10769,2,49,13,Day-Off-Peak,5
10770,4,93,10,Night,3
10771,4,92,9,Day-Off-Peak,4
10772,3,64,7,Day-Peak,4
10773,1,24,2,Night,4
10774,3,64,8,Day-Peak,3
10775,4,93,9,Day-Off-Peak,4
10776,2,19,14,Day-Off-Peak,4
10777,4,56,9,Night,4
10778,1,1,2,Night,4
10779,2,37,15,Day-Peak,4
10780,2,27,13,Night,4
10781,1,1,2,Day-Off-Peak,4
10782,4,97,8,Night,4
10783,1,26,1,Night,5
10784,2,58,32,Day-Peak,4
10785,1,49,3,Night,4
10786,4,94,9,Day-Peak,5
10787,2,46,13,Day-Off-Peak,4
10788,3,65,6,Day-Peak,5
10789,1,6,5,Day-Peak,4
10790,3,47,7,Night,4
10791,1,40,2,Day-Peak,5
10792,2,67,13,Day-Off-Peak,4
10793,2,6,14,Day-Off-Peak,4
10794,1,9,1,Night,4
10795,2,87,12,Day-Off-Peak,4
10796,2,88,14,Day-Off-Peak,3
10797,3,67,9,Day-Off-Peak,3
10798,1,3,2,Night,5
10799,3,86,8,Day-Peak,3
10800,2,15,13,Night,4
10801,1,31,3,Night,3
10802,4,62,11,Day-Peak,4
10803,2,28,13,Night,5
10804,1,20,3,Day-Peak,3
10805,3,59,7,Night,5
10806,3,77,7,Day-Off-Peak,4
10807,2,32,13,Day-Peak,5
10808,1,7,2,Night,4
10809,1,30,2,Night,5
10810,4,87,8,Day-Off-Peak,4
10811,1,27,2,Day-Peak,4
10812,1,29,1,Day-Peak,5
10813,3,63,6,Day-Peak,4
10814,1,23,3,Day-Peak,4
10815,1,33,1,Day-Peak,5
10816,1,14,3,Night,3
10817,1,32,2,Day-Off-Peak,5
10818,1,14,2,Night,4
10819,3,20,8,Day-Off-Peak,3
10820,1,30,1,Day-Off-Peak,5
10821,4,89,9,Day-Off-Peak,5
10822,2,68,13,Day-Off-Peak,5
10823,1,34,2,Day-Peak,5
10824,3,63,8,Day-Peak,3
10825,1,21,7,Night,3
10826,1,4,3,Day-Off-Peak,3
10827,3,71,10,Day-Peak,4
10828,2,69,14,Night,4
10829,1,8,2,Night,4
10830,3,39,7,Day-Peak,4
10831,1,20,2,Day-Off-Peak,4
10832,2,77,15,Day-Peak,3
10833,3,46,7,Day-Off-Peak,4
10834,4,73,9,Night,5
10835,3,78,7,Day-Off-Peak,4
10836,3,95,11,Night,3
10837,2,16,13,Day-Peak,4
10838,1,38,5,Day-Peak,3
10839,3,69,7,Day-Off-Peak,5
10840,3,91,6,Day-Peak,5
10841,3,29,8,Night,4
10842,2,54,12,Day-Off-Peak,5
10843,4,100,8,Day-Off-Peak,4
10844,1,9,1,Day-Peak,4
10845,1,14,2,Day-Peak,4
10846,1,23,1,Night,5
10847,3,40,8,Day-Peak,4
10848,2,52,12,Night,4
10849,1,26,5,Night,4
10850,2,64,14,Night,3
10851,1,64,1,Day-Off-Peak,4
10852,2,36,13,Day-Off-Peak,5
10853,1,36,2,Night,5
10854,1,19,1,Night,5
10855,4,88,8,Night,4
10856,2,60,13,Day-Off-Peak,4
10857,3,39,7,Day-Peak,4
10858,2,27,13,Day-Off-Peak,4
10859,1,55,4,Day-Peak,3
10860,3,99,7,Day-Off-Peak,4
10861,4,93,9,Day-Off-Peak,4
10862,2,58,13,Night,5
10863,1,9,1,Day-Peak,4
10864,1,15,2,Day-Peak,4
10865,3,61,7,Day-Peak,5
10866,4,97,10,Day-Peak,3
10867,1,11,3,Day-Off-Peak,3
10868,1,18,2,Day-Off-Peak,5
10869,1,12,2,Night,4
10870,1,45,1,Day-Peak,4
10871,1,2,2,Night,5
10872,4,99,9,Day-Off-Peak,4
10873,1,6,2,Day-Peak,5
10874,1,12,6,Day-Peak,3
10875,3,58,7,Night,5
10876,3,97,8,Night,3
10877,3,76,7,Night,4
10878,1,20,9,Day-Peak,3
10879,2,71,16,Day-Off-Peak,4
10880,1,6,6,Day-Peak,4
10881,4,92,10,Day-Peak,3
10882,4,70,8,Day-Peak,5
10883,1,54,2,Night,5
10884,3,80,7,Night,4
10885,1,70,4,Day-Peak,4
10886,1,5,1,Day-Peak,4
10887,2,58,13,Day-Off-Peak,5
10888,3,59,8,Night,4
10889,1,7,2,Night,4
10890,3,71,14,Night,4
10891,3,90,6,Day-Peak,5
10892,1,4,1,Day-Off-Peak,4
10893,3,85,9,Day-Peak,3
10894,3,73,6,Night,5
10895,1,59,3,Day-Peak,4
10896,2,28,13,Day-Peak,5
10897,3,47,8,Day-Off-Peak,3
10898,4,87,8,Day-Peak,4
10899,1,18,2,Night,5
10900,2,10,16,Day-Peak,4
10901,2,76,13,Day-Peak,4
10902,3,74,7,Day-Off-Peak,5
10903,1,26,2,Night,5
10904,2,46,13,Day-Peak,4
10905,2,8,12,Night,4
10906,3,72,8,Night,4
10907,1,46,3,Day-Peak,3
10908,3,54,12,Day-Peak,4
10909,2,47,14,Night,3
10910,2,38,20,Day-Off-Peak,3
10911,3,74,9,Day-Peak,4
10912,1,11,3,Night,3
10913,1,26,1,Night,5
10914,2,98,12,Night,5
10915,1,8,2,Night,4
10916,3,36,7,Day-Off-Peak,5
10917,4,97,10,Day-Peak,3
10918,2,54,12,Night,5
10919,1,2,2,Day-Off-Peak,5
10920,1,49,1,Day-Off-Peak,5
10921,3,65,7,Night,5
10922,1,8,1,Day-Peak,4
10923,1,35,2,Night,4
10924,1,29,2,Night,5
10925,2,17,13,Day-Peak,4
10926,1,70,2,Night,5
10927,3,81,6,Day-Off-Peak,4
10928,4,94,8,Day-Peak,5
10929,1,12,2,Day-Off-Peak,4
10930,4,96,9,Day-Off-Peak,4
10931,4,48,9,Night,4
10932,3,60,7,Night,4
10933,3,62,8,Day-Off-Peak,4
10934,4,95,9,Day-Off-Peak,4
10935,2,80,12,Day-Peak,4
10936,1,4,2,Night,4
10937,2,79,13,Day-Peak,5
10938,3,66,6,Day-Peak,5
10939,3,97,6,Night,4
10940,2,27,13,Day-Off-Peak,4
10941,4,97,8,Day-Peak,4
10942,3,79,6,Day-Peak,5
10943,3,60,7,Day-Peak,4
10944,2,29,15,Day-Peak,4
10945,1,51,4,Night,4
10946,2,64,13,Night,4
10947,4,97,9,Night,4
10948,1,13,3,Day-Peak,4
10949,2,36,12,Night,5
10950,3,60,7,Day-Peak,4
10951,4,85,10,Night,3
10952,4,40,9,Night,5
10953,2,65,12,Night,5
10954,1,1,1,Day-Off-Peak,4
10955,1,12,1,Day-Off-Peak,4
10956,1,13,2,Day-Peak,5
10957,3,61,7,Day-Off-Peak,5
10958,2,48,14,Day-Off-Peak,3
10959,3,25,7,Night,5
10960,1,85,1,Day-Off-Peak,4
10961,3,81,6,Day-Off-Peak,4
10962,2,51,13,Day-Off-Peak,5
10963,2,31,13,Day-Peak,4
10964,1,29,2,Day-Peak,5
10965,3,37,6,Day-Off-Peak,5
10966,3,92,6,Day-Off-Peak,4
10967,2,42,15,Day-Off-Peak,4
10968,3,93,7,Day-Off-Peak,4
10969,3,27,7,Day-Peak,4
10970,1,75,2,Night,4
10971,1,1,3,Day-Off-Peak,3
10972,1,5,2,Night,4
10973,1,13,2,Day-Off-Peak,5
10974,3,72,8,Day-Off-Peak,4
10975,3,75,7,Night,4
10976,2,45,13,Night,4
10977,2,57,13,Day-Peak,4
10978,1,8,3,Day-Peak,3
10979,2,75,14,Night,3
10980,1,9,1,Day-Off-Peak,4
10981,1,21,2,Night,4
10982,2,33,13,Day-Peak,5
10983,1,5,2,Day-Peak,4
10984,3,36,7,Night,5
10985,3,41,6,Night,4
10986,1,11,2,Night,4
10987,2,66,13,Night,5
10988,1,33,2,Day-Peak,5
10989,4,96,9,Night,4
10990,2,72,14,Day-Peak,4
10991,1,12,2,Day-Peak,4
10992,2,57,16,Day-Off-Peak,3
10993,1,71,4,Day-Peak,4
10994,1,6,2,Night,5
10995,1,39,2,Night,4
10996,1,15,3,Day-Off-Peak,3
10997,3,68,7,Day-Off-Peak,5
10998,2,34,12,Night,5
10999,1,53,2,Day-Off-Peak,4
11000,3,54,9,Night,4
11001,1,33,1,Day-Off-Peak,5
11002,1,40,2,Day-Peak,5
11003,2,36,13,Night,5
11004,3,88,7,Night,4
11005,3,92,7,Day-Off-Peak,4
11006,3,66,7,Day-Peak,5
11007,2,71,13,Day-Peak,5
